,Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey,Mass_g,PredMass_g,PreyAbundanceGroup,Habitat_Aquatic,PreyAbundance_10,PreyAbundance_20,PreyAbundance_30,PreyAbundance_40,PreyAbundance_50,PreyAbundance_60,PreyAbundance_70,PreyAbundance_80,PreyAbundance_90,frac_10,frac_20,frac_30,frac_40,frac_50,frac_60,frac_70,frac_80,frac_90
302,430,Sentis et al 2017 GLOBAL CHANGE BIOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Chaoborus obscuripes,Larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,,2,Raw data,N,,16,,1,NA,1.00E+03,12.4,% adult mass,2,0.816,Average species mass,22,m^3 per pred per day,0.72,0.0052,0.00413,0.00649,0.00256,0.0021,0.00292,,1,0.000816,0.0124,Ectotherm,AquaticFresh,12.99924332,37.40245242,86.34128883,163.849414,305.3397962,554.1086488,1084.756961,2348.37266,7162.521133,0.000173016,0.000497654,0.001148056,0.002176416,0.004048229,0.007322283,0.014234731,0.030313878,0.087047702
303,431,Sentis et al 2017 GLOBAL CHANGE BIOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Chaoborus obscuripes,Larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,,2,Raw data,N,,20,,1,NA,1.00E+03,12.4,% adult mass,2,0.816,Average species mass,22,m^3 per pred per day,0.78,0.0042,0.00322,0.00554,0.0016,0.00103,0.00216,,1,0.000816,0.0124,Ectotherm,AquaticFresh,11.57466639,37.41195491,83.11885854,162.6318261,313.729987,606.0236451,1164.518807,2696.644246,8413.702777,7.78E-05,0.000251345,0.000558247,0.001091693,0.00210383,0.004055961,0.007764802,0.017798907,0.053514375
304,432,Gergs et al 2010 BEHAV PROC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta maculata,1st instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,Wild caught,2,Mean,N,,20,,1,NA,5.00E+02,0.192,% adult mass,2,0.816,Average species mass,22,m^3 per pred per day,0.26,0.000604,0.000224,0.00148,0.0104,1.06E-09,0.0218,Experiments performed in the dark with IR light,1,0.000816,0.000192,Ectotherm,AquaticFresh,12.95762415,39.28962383,81.66165751,163.0092651,308.0626448,594.4456474,1137.541571,2529.44398,7689.606688,8.14E-05,0.000246741,0.000512703,0.001022912,0.001931389,0.003720178,0.007094884,0.015640445,0.046077357
305,433,Gergs et al 2010 BEHAV PROC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta maculata,2nd instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,Wild caught,2,Mean,N,,20,,1,NA,5.00E+02,6.36,% adult mass,3,0.816,Average species mass,22,m^3 per pred per day,0.72,0.00138,0.000915,0.00198,0.00247,0.0011,0.00397,Experiments performed in the dark with IR light,1,0.000816,0.00636,Ectotherm,AquaticFresh,12.65282743,40.84296057,87.02684027,173.8564889,327.8598069,626.2006854,1191.678445,2652.544121,8645.001278,4.31E-05,0.000139198,0.000296552,0.000592256,0.001116295,0.002129921,0.004045522,0.008960446,0.028623881
306,434,Gergs et al 2010 BEHAV PROC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta maculata,3rd instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,Wild caught,2,Mean,N,,20,,1,NA,5.00E+02,8.08,% adult mass,4,0.816,Average species mass,22,m^3 per pred per day,0.48,0.00199,0.000927,0.00366,0.00301,0.000407,0.00521,Experiments performed in the dark with IR light,1,0.000816,0.00808,Ectotherm,AquaticFresh,12.01458546,35.92079382,83.63989144,166.0500439,311.7361909,585.34313,1138.856958,2534.92808,7912.559846,7.20E-05,0.000215116,0.000500744,0.000993635,0.001863788,0.003493897,0.00677542,0.014956861,0.045250762
307,435,Gergs et al 2010 BEHAV PROC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta maculata,4th instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,Wild caught,2,Mean,N,,20,,1,NA,5.00E+02,22.2,% adult mass,5,0.816,Average species mass,22,m^3 per pred per day,0.77,0.00176,0.00111,0.00297,0.00177,0.000392,0.0029,Experiments performed in the dark with IR light,1,0.000816,0.0222,Ectotherm,AquaticFresh,13.50150948,41.56873732,90.03722381,183.5320234,347.7148891,652.7094002,1258.035448,2736.389173,8669.418911,4.21E-05,0.000129478,0.000280405,0.000571412,0.001082029,0.002029194,0.003903733,0.008452348,0.026296777
308,436,Gergs et al 2010 BEHAV PROC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Notonecta maculata,5th instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,Wild caught,2,Mean,N,,20,,1,NA,5.00E+02,NA,,,0.816,Average species mass,22,m^3 per pred per day,0.57,0.0036,0.00207,0.00554,0.00217,0.00119,0.00335,Experiments performed in the dark with IR light,1,0.000816,NA,Ectotherm,AquaticFresh,11.93006952,38.01358111,88.41221484,187.3412129,356.7308786,649.384849,1257.550918,2873.296635,8238.223436,9.32E-05,0.000296874,0.0006902,0.001461371,0.002779037,0.005047389,0.009728416,0.021953423,0.060465616
309,438,Sandberg 1997 MARINE BIOL,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Isopod,Saduria entomon,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,,Bathyporeia pilosa,Wild caught,NA,Mean,N,48,15,,1,121,3.63E+02,738,Original length,5,0.507,Original length,2,m^3 per pred per day,0.69,5.79E-05,3.86E-05,9.25E-05,0.0337,4.66E-09,0.0702,95% oxygen (normoxia),1,0.000507,0.738,Ectotherm,AquaticMarine,19.27028645,62.29143914,132.417141,245.5668149,462.9227313,954.8841905,1835.358752,4255.79204,12763.34316,3.76E-05,0.00012153,0.00025831,0.000478928,0.000902454,0.001859734,0.003568428,0.00823564,0.024299069
310,439,Sandberg 1997 MARINE BIOL,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Isopod,Saduria entomon,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,,Bathyporeia pilosa,Wild caught,NA,Mean,N,48,15,,1,121,3.63E+02,738,Original length,5,0.507,Original length,2,m^3 per pred per day,0.51,5.55E-05,3.03E-05,0.000125,0.0167,8.18E-10,0.15,45% oxygen (moderate hypoxia),1,0.000507,0.738,Ectotherm,AquaticMarine,15.80464986,50.09009069,117.001509,236.0843904,450.5434749,842.8470181,1720.326349,3898.418045,11876.36852,1.46E-05,4.64E-05,0.000108431,0.000218767,0.000417412,0.000780583,0.001591946,0.00360024,0.010887764
311,440,Sandberg 1997 MARINE BIOL,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Isopod,Saduria entomon,Wild caught,NA,Metazoan,Invertebrate,Crustacean,Amphipod,,Bathyporeia pilosa,Wild caught,NA,Mean,N,48,15,,1,121,3.63E+02,738,Original length,5,0.507,Original length,2,m^3 per pred per day,0.22,4.22E-06,1.82E-06,0.000175,0.521,4.18E-08,2.87,35% oxygen (hypoxia),1,0.000507,0.738,Ectotherm,AquaticMarine,17.60335415,56.30887292,120.7220803,236.5375081,443.0029032,891.8980976,1859.225361,4101.506331,12624.6617,3.87E-05,0.000123786,0.000265352,0.000519786,0.000973047,0.001957107,0.004071089,0.008937063,0.027007199
312,441,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus rubens,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,0.00015,Original mass,2,m^3 per pred per day,0.35,8.11E-05,5.47E-05,0.000129,0.00328,0.00258,0.00429,,1,1.50E-07,0.000186,Ectotherm,AquaticFresh,8442.211511,27830.05497,64986.16467,123686.2084,234135.747,439539.1743,873589.771,1936197.804,5726883.933,0.002240664,0.007348615,0.016993083,0.031853493,0.058630366,0.10468148,0.188563199,0.339953209,0.603708801
313,442,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus rubens,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,0.00015,Original mass,2,m^3 per pred per day,0.48,3.59E-05,1.79E-05,5.43E-05,0.00579,0.00392,0.00745,Hexarthra mira present (1:1 ratio),1,1.50E-07,0.000186,Ectotherm,AquaticFresh,8148.720221,27052.3426,60961.36067,128671.1053,228110.1023,461153.0074,900900.999,1939816.299,5834344.113,0.001690937,0.005591684,0.012512932,0.026049006,0.045268767,0.087471118,0.157726057,0.287349389,0.548070111
314,443,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus patulus,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,0.00015,Original mass,1,m^3 per pred per day,0.42,4.91E-05,3.33E-05,6.72E-05,0.00827,0.00712,0.00982,,1,1.50E-07,0.000186,Ectotherm,AquaticFresh,8724.086627,26728.86157,59148.43451,112272.646,225961.0631,426301.0008,825568.6289,1908430.263,5182296.716,0.003529972,0.010736909,0.023454319,0.043601348,0.084041963,0.147559574,0.251064193,0.436597965,0.677867001
315,444,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus patulus,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,0.00015,Original mass,1,m^3 per pred per day,0.13,2.56E-06,6.55E-07,2.57E-05,0.0229,9.04E-07,0.0626,Hexarthra mira present (1:1 ratio),1,1.50E-07,0.000186,Ectotherm,AquaticFresh,8014.805911,26229.05597,58051.38915,122039.8805,231036.1277,454023.4782,903943.4722,2003677.266,5576404.037,0.000469639,0.001535291,0.003391662,0.007103643,0.013363266,0.025926593,0.050325874,0.105116246,0.246370015
316,445,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus calyciflorus,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,2.00E-04,Original mass,1,m^3 per pred per day,0.5,7.94E-05,4.62E-05,0.000124,0.00548,0.00454,0.00646,,1,2.00E-07,0.000186,Ectotherm,AquaticFresh,7137.681767,21743.93803,50167.3616,97897.2944,175311.8269,328832.4983,679183.2022,1439020.952,4609097.092,0.003096076,0.009372376,0.02136212,0.040855975,0.070873992,0.1251698,0.22810963,0.385045015,0.667273721
317,446,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Brachionidae,,Brachionus calyciflorus,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,2.00E-04,Original mass,1,m^3 per pred per day,0.69,7.30E-05,5.10E-05,9.49E-05,0.0035,0.00305,0.00393,Hexarthra mira present (1:1 ratio),1,2.00E-07,0.000186,Ectotherm,AquaticFresh,7596.214832,24204.08467,51019.29428,101327.2481,193991.4071,364122.3369,717894.4315,1597103.925,4697716.912,0.001937073,0.006146135,0.012867694,0.02523578,0.047224149,0.085114754,0.154992913,0.289803018,0.545509636
318,447,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Flosculariaceae,,Hexarthra mira,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,2.00E-04,Original mass,1,m^3 per pred per day,0.11,1.93E-05,6.46E-06,0.000105,0.0208,0.015,0.0321,,1,2.00E-07,0.000186,Ectotherm,AquaticFresh,6974.065639,21948.29385,51379.2108,106648.1211,202087.7496,393515.9909,747177.4459,1698987.824,4747986.042,0.002791853,0.008733969,0.020208849,0.041055136,0.075038523,0.136422051,0.230737818,0.405484408,0.655888109
319,448,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Flosculariaceae,,Hexarthra mira,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,2.00E-04,Original mass,1,m^3 per pred per day,0.23,1.26E-05,2.52E-06,4.89E-05,0.00787,3.30E-10,0.014,Brachionus rubens present (1:1 ratio),1,2.00E-07,0.000186,Ectotherm,AquaticFresh,7137.108886,21044.2092,46095.34278,93624.31498,187993.9675,366411.5614,702033.5252,1530179.906,4895876.891,0.000707229,0.00208244,0.004550108,0.009198575,0.018300699,0.035060222,0.065084208,0.131745243,0.326819162
320,449,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Flosculariaceae,,Hexarthra mira,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,2.00E-04,Original mass,1,m^3 per pred per day,0.43,7.75E-06,3.76E-06,1.22E-05,0.00916,0.00397,0.0162,Brachionus patulus present (1:1 ratio),1,2.00E-07,0.000186,Ectotherm,AquaticFresh,7223.202631,22779.33933,49331.10101,94262.22833,171076.6101,329698.4292,701012.261,1577071.387,4641557.58,0.000512512,0.001614494,0.003489794,0.006647195,0.011999004,0.022870012,0.047405721,0.100684081,0.247839894
321,450,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Flosculariaceae,,Hexarthra mira,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,2.00E-04,Original mass,1,m^3 per pred per day,0.13,2.59E-06,6.75E-07,4.53E-05,0.0213,7.18E-08,0.0693,Brachionus calyciflorus present (1:1 ratio),1,2.00E-07,0.000186,Ectotherm,AquaticFresh,7086.607378,20784.58987,47982.60334,100531.1241,194427.212,362632.9076,684603.2957,1500752.166,4475011.315,0.000390794,0.00114531,0.002640068,0.005515412,0.010612141,0.019613004,0.036393036,0.076461587,0.197993668
322,451,Iyer & Rao 1996 FRESH BIOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Rotifer,Asplanchnidae,Asplanchna intermedia,"Campanulate morph, non-ovigerous",3,Metazoan,Invertebrate,Rotifer,Flosculariaceae,,Filinia longiseta,,2,Mean,N,5.5,26,,1,NA,4.00E+00,0.186,Original length,1,0.00015,Original mass,1,m^3 per pred per day,0.45,8.90E-06,5.05E-06,1.46E-05,0.00466,0.00208,0.00862,,1,1.50E-07,0.000186,Ectotherm,AquaticFresh,8236.857296,25094.5077,57189.17847,115132.2695,231832.9473,451844.4811,897660.817,2007926.392,5736063.762,0.000341499,0.001039688,0.002366252,0.004752304,0.009523471,0.018395078,0.035893292,0.076874852,0.192178679
323,452,Wennhage 2002 J EXP MAR BIO ECOL,Predator,2.5,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Crangon crangon,Wild caught,NA,Metazoan,Vertebrate,Fish,Pleuronectiformes,European plaice,Pleuronectes platessa,Larva/juvenile,NA,Mean,N,48,14.1,,3,10000,3.70E+05,37.4,Original length,4,25.7,Original length,3,m^2.5 per pred per day,0.87,1.35,1,1.92,0.0159,0.00845,0.0246,C. volutator added as alternate prey,1,0.0257,0.0374,Ectotherm,AquaticMarine,0.883119797,2.604191753,5.919606781,11.76095275,21.90694941,44.19322001,92.2478906,198.6017598,547.6373393,0.018603515,0.052939701,0.112739222,0.2015642,0.319835546,0.48681301,0.6644409,0.809993822,0.921599591
324,453,Eggleston 1990 J ANIM ECOL,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Callinectes sapidus,"Male, intermolt",NA,Metazoan,Invertebrate,Mollusk,Bivalve,Eastern oyster,Crassostrea virginica,Wild caught,NA,Mean,N,,13.5,,1,3300,,2280000,Original length,1,4.1,Average species mass,6,m^2 per pred per day,0.1,0.09,0.0191,0.354,0.335,1.87E-08,0.601,"12h:12h L:D, prey length is shell height",1,0.0041,2280,Ectotherm,AquaticMarine,3.828591436,11.22794137,25.61181106,52.30893839,95.56788535,180.4152767,347.2695356,799.4156524,2345.50592,0.103486388,0.252907552,0.435728361,0.611969122,0.742359128,0.844708937,0.912817383,0.960163143,0.986056305
325,454,Eggleston 1990 J ANIM ECOL,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Callinectes sapidus,"Male, intermolt",NA,Metazoan,Invertebrate,Mollusk,Bivalve,Eastern oyster,Crassostrea virginica,Wild caught,NA,Mean,N,,19.5,,1,3300,,2280000,Original length,1,4.1,Average species mass,6,m^2 per pred per day,0.27,0.165,0.117,0.569,1.79E-07,6.68E-10,0.086,"13h:11h L:D, prey length is shell height",1,0.0041,2280,Ectotherm,AquaticMarine,3.45558582,10.65458565,23.82223428,46.01258049,90.46583868,173.7983059,351.57219,832.0254513,2335.024784,1.02E-07,3.15E-07,7.04E-07,1.36E-06,2.67E-06,5.13E-06,1.04E-05,2.46E-05,6.90E-05
326,455,Eggleston 1990 J ANIM ECOL,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Callinectes sapidus,"Male, intermolt",NA,Metazoan,Invertebrate,Mollusk,Bivalve,Eastern oyster,Crassostrea virginica,Wild caught,NA,Mean,N,,26.5,,1,3300,,2280000,Original length,1,4.1,Average species mass,6,m^2 per pred per day,0.81,0.224,0.188,0.374,0.00399,1.42E-09,0.0225,"14h:10H L:D, prey length is shell height",1,0.0041,2280,Ectotherm,AquaticMarine,3.446061485,10.46455994,23.37750567,48.22888221,91.91424558,171.4240701,342.1496833,757.6721905,2528.399426,0.003070495,0.009266141,0.02046626,0.041323782,0.075913072,0.132856734,0.234185764,0.403760043,0.693231045
327,456,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Dikerogammarus villosus,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.4,Original length,1,0.969,Original length,3,m^2.5 per pred per day,0.63,0.00318,0.00241,0.00436,0.0309,0.0192,0.0448,,1,0.000969,0.0274,Ectotherm,AquaticFresh,11.10798458,33.01517952,75.52219837,152.4624828,298.5994119,559.2695096,1113.680057,2541.358635,8165.059646,0.001090303,0.003233647,0.007366297,0.014760143,0.028504622,0.052092216,0.098638211,0.199820108,0.445158061
328,457,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Dikerogammarus villosus,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.4,Original length,1,0.969,Original length,3,m^2.5 per pred per day,0.15,0.00253,0.000963,0.00832,0.0212,1.61E-09,0.0777,,1,0.000969,0.0274,Ectotherm,AquaticFresh,10.85791515,33.65449598,75.37381627,148.5320639,285.5544658,508.3960536,996.5977221,2319.773011,7531.049408,0.000582036,0.00180184,0.004026472,0.0079037,0.015084958,0.026544506,0.050741219,0.110655249,0.287716497
329,458,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Dikerogammarus villosus,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.4,Original length,1,0.969,Original length,3,m^2.5 per pred per day,0.88,0.0011,0.000967,0.00127,0.0306,0.0179,0.0458,,1,0.000969,0.0274,Ectotherm,AquaticFresh,12.19361562,36.82794138,77.31472885,148.902427,285.5069801,572.6859796,1137.954401,2592.606533,7512.202536,0.000410269,0.001238094,0.002595659,0.00498706,0.009518689,0.01891205,0.036890508,0.080262829,0.201826691
330,459,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus duebeni,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.9,Original species length,3,0.969,Original length,3,m^2.5 per pred per day,0.65,0.00305,0.00253,0.00372,0.0463,0.0381,0.0536,,1,0.000969,0.0279,Ectotherm,AquaticFresh,10.7435439,33.66595488,77.25227437,154.507129,284.9995758,522.8138581,1017.900188,2417.763464,7674.446359,0.001514851,0.004731643,0.010791454,0.021352833,0.038689124,0.06875317,0.125677537,0.254523811,0.520095277
331,460,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus duebeni,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.9,Original species length,3,0.969,Original length,3,m^2.5 per pred per day,0.11,0.00284,0.000958,0.0125,0.0371,2.22E-09,0.105,,1,0.000969,0.0279,Ectotherm,AquaticFresh,11.0751987,34.63065334,73.90756141,157.796079,302.8630618,572.5300188,1049.778312,2306.894626,6703.837021,0.001165567,0.003635559,0.007727024,0.016354122,0.03092405,0.056892091,0.099592978,0.195535962,0.413951386
332,461,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus duebeni,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.9,Original species length,3,0.969,Original length,3,m^2.5 per pred per day,0.83,0.00125,0.00109,0.00141,0.0538,0.0422,0.0665,,1,0.000969,0.0279,Ectotherm,AquaticFresh,9.513774853,30.62609302,73.78930253,149.418173,280.787846,553.4688982,1113.706351,2454.294312,7723.603857,0.000639392,0.002055372,0.004937827,0.009948407,0.018533024,0.035885111,0.069678089,0.141668692,0.341850819
333,462,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus roeseli,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.9,Original species length,1,0.969,Original length,3,m^2.5 per pred per day,0.57,0.0039,0.00326,0.00497,0.0542,0.0476,0.0629,,1,0.000969,0.0279,Ectotherm,AquaticFresh,11.39582236,34.25951168,82.07311209,154.386351,279.7828554,539.5016994,1051.067969,2299.184524,6917.513402,0.00240306,0.007189709,0.017052772,0.031602853,0.055838201,0.102366057,0.1817864,0.327053226,0.593863106
334,463,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus roeseli,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.9,Original species length,1,0.969,Original length,3,m^2.5 per pred per day,0.11,0.00288,0.00102,0.0116,0.039,6.58E-09,0.0988,,1,0.000969,0.0279,Ectotherm,AquaticFresh,11.61793111,34.01186628,77.33358581,156.8796335,300.9972539,566.4592894,1154.746781,2519.984421,8276.704796,0.001303225,0.003805674,0.00861131,0.017315607,0.032702408,0.059818757,0.114810149,0.220603897,0.481768481
335,464,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus roeseli,"Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.9,Original species length,1,0.969,Original length,3,m^2.5 per pred per day,0.81,0.00114,0.00103,0.00131,0.0545,0.0434,0.0661,,1,0.000969,0.0279,Ectotherm,AquaticFresh,10.31834477,33.47944334,72.93267747,144.1390148,277.8696947,567.5120094,1188.098262,2745.091402,9018.703573,0.000640668,0.00207576,0.004510867,0.00887587,0.016971055,0.03405863,0.068742231,0.145702585,0.359110775
336,465,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus pulex,"Dijon, Male, Wild caught",NA,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,NA,Mean,N,24,14,,1,44.2,2.50E+02,27.9,Original species length,3,0.969,Original length,3,m^2.5 per pred per day,0.31,0.00452,0.00267,0.0083,0.0846,0.0668,0.101,,1,0.000969,0.0279,Ectotherm,AquaticFresh,11.70994566,35.04121343,75.41284978,144.9213664,277.5781814,522.6002288,1070.360129,2341.478017,7133.698571,0.004457828,0.013222308,0.028028991,0.052507003,0.095958308,0.166554253,0.290426437,0.472396431,0.731750249
