"","Data.set","Source","Predation.Parasitism","Dim","Field","Habitat","Fresh_Marine","Predator_Cellularity","Pred_Vert.Invert","Pred_Major_Grouping_1","Pred_Major_Grouping_2","Predator_Scientific_Name","Predator_Type","Trophic_Level_Predator","Prey_Cellularity","Prey_Vert.Invert","Prey_Major_Group_1","Prey_Major_Group_2","Prey","Prey_scientific_name","Prey_type","Trophic_Level_prey","Data_type","Prey_Replaced","Hours_starved","Temp_C","Interference","Pred_per_arena","X2D_Arena_Size_cm2","X3D_arena_size_cm3","Pred_mass_mg","Pred_Mass_Source","Pred_Mass_ID","Prey_mass_mg","Prey_Mass_Source","Prey_Mass_ID","Units_a","R2_Mean","Fitted_a","CI_a_low","CI_a_hi","Fitted_h_day","CI_h_low","CI_h_hi","Notes.1","Include_Biotic_Prey","PreyAbundanceGroup","Mass_g","PredMass_g","PreyAbundance_10","PreyAbundance_20","PreyAbundance_30","PreyAbundance_40","PreyAbundance_50","PreyAbundance_60","PreyAbundance_70","PreyAbundance_80","PreyAbundance_90","frac_10","frac_20","frac_30","frac_40","frac_50","frac_60","frac_70","frac_80","frac_90"
"1345",1609,"Schmidt et al. 2014 OCEOL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Pardosa milvina","Adult female",NA,"Metazoan","Invertebrate","Insect","Orthoptera","House cricket","Acheta domesticus","Adult?",NA,"Raw data","N","168",NA,"Y","8",511,"",250,"Alternate species mass","1",43,"Average species mass","4","m^2 per pred per day","-12.45",0.00621,0.00582,0.00674,0.00577,7.93e-12,0.0127,"",1,"Ectotherm",0.043,0.25,0.575690439565475,1.83664970231644,4.24029060003736,8.48435205986766,16.0297304952123,30.9362273800732,61.3530578197526,132.715085438497,386.874116270578,2.06275416191279e-05,6.58059504303936e-05,0.000151913739402774,0.000303916364467153,0.000574042779802095,0.00110727021222116,0.00219356206933,0.00473290025928266,0.0136728197595503
"1346",1610,"Khan 2013 The Bioscan","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Pardosa altitudis","Adult female",3,"Metazoan","Invertebrate","Insect","Hemiptera","Cabbage aphids","Brevicoryne brassicae ","Adult?",2,"Mean","N","24",NA,"","1",177,"",10.1,"Alternate order length","1",0.807,"Alternate species length","4","m^2 per pred per day","329.76",0.0279,0.0187,0.0424,0.0159,0.0131,0.0202,"",1,"Ectotherm",0.000807,0.0101,12.311184321432,40.5183356200567,94.8875713116652,173.117488578262,345.647635505907,638.145841891424,1303.11408492029,2802.46713316908,8607.16121686411,0.00543169998349179,0.0176569665640731,0.0403928175887599,0.0713195468910544,0.132947536526304,0.220630154811122,0.366316331376822,0.554208759778497,0.79245459495722
"1347",1611,"Khan 2013 The Bioscan","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Leucauge celebesiana ","Adult female",3,"Metazoan","Invertebrate","Insect","Hemiptera","Cabbage aphids","Brevicoryne brassicae ","Adult?",2,"Mean","N","24",NA,"","1",177,"",58,"Alternate species length","1",0.807,"Alternate species length","4","m^2 per pred per day","303.06",0.0286,0.0203,0.0397,0.0226,0.0184,0.0272,"",1,"Ectotherm",0.000807,0.058,12.25374142747,37.2162665684759,86.7396169849928,165.390452423059,325.344870910189,657.203292636737,1262.27104040384,2674.17225243762,8876.71590654025,0.0078580896590776,0.0234900504053631,0.0530886051848389,0.0965774700631575,0.173751684527549,0.298142143060994,0.449303275201727,0.633495300897335,0.851578186068027
"1348",1612,"Khan 2013 The Bioscan","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Neoscona rumpfi ","Adult female",3,"Metazoan","Invertebrate","Insect","Hemiptera","Cabbage aphids","Brevicoryne brassicae ","Adult?",2,"Mean","N","24",NA,"","1",177,"",158,"Alternate genus length","2",0.807,"Alternate species length","4","m^2 per pred per day","319.43",0.0305,0.0201,0.043,0.0187,0.0146,0.0226,"",1,"Ectotherm",0.000807,0.158,12.6259292923767,40.1648617885529,88.8353528056394,175.01375799672,334.859652185867,641.091192521605,1319.89041702571,2896.60333275439,9360.71844794464,0.00714971227266959,0.0223950035324907,0.0482238727698691,0.0907595596013885,0.160360415463231,0.267746007986767,0.429484090809881,0.622937142484939,0.842243568224585
"1349",1613,"Khan 2013 The Bioscan","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Theridion manjithar ","Adult female",3,"Metazoan","Invertebrate","Insect","Hemiptera","Cabbage aphids","Brevicoryne brassicae ","Adult?",2,"Mean","N","24",NA,"","1",177,"",10.1,"Alternate order length","1",0.807,"Alternate species length","4","m^2 per pred per day","293.16",0.0269,0.019,0.0384,0.0241,0.0199,0.0281,"",1,"Ectotherm",0.000807,0.0101,12.7591801827288,38.8349166022777,90.5726678400636,184.955454838992,345.723191680503,619.658272609693,1225.22255638227,2730.52019633142,8311.19296153,0.00820379004955256,0.0245580085851786,0.0554608409562148,0.107066935363592,0.183092556791729,0.286589875133598,0.442679450849697,0.639011185832873,0.843458031741265
"1350",1614,"Monzo et al. 2008 BIOCONTROL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Pardosa cribata","Adult, wild caught",3,"Metazoan","Invertebrate","Insect","Diptera","Medfly","Ceratitis capitata","Adult",2,"Mean","N","168",NA,"","1",154,"",10.1,"Alternate order length","1",3.85,"Alternate species length","2","m^2 per pred per day","83.35",0.0295,0.0194,0.0453,0.234,0.183,0.293,"Raw data was also available, but decided to use data from table",1,"Ectotherm",0.00385,0.0101,3.74989145033168,12.6388716504099,25.6431878852248,52.3915366747793,104.197295304366,183.545336789528,386.515973594695,899.335269173975,2989.95549764229,0.0252323487021117,0.0802450599868417,0.150393102131282,0.265601620316299,0.41835912076039,0.558891017761056,0.727380766205005,0.861267404230444,0.953788559034773
"1351",1615,"Monzo et al. 2008 BIOCONTROL","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Pardosa cribata","Adult, wild caught",3,"Metazoan","Invertebrate","Insect","Hemiptera","Green peach aphid","Myzus persicae","Adult",2,"Mean","N","168",NA,"","1",154,"",10.1,"Alternate order length","1",0.473,"Alternate species length","8","m^2 per pred per day","293.14",0.0188,0.0145,0.0249,0.0276,0.0227,0.0357,"Raw data was also available, but decided to use data from table",1,"Ectotherm",0.000473,0.0101,16.8999970448056,52.7431249468047,125.004407345264,248.541458222624,493.831659624291,959.437244441944,1811.77716655482,4087.64454089249,12362.1959468199,0.0086928423197517,0.0266383320447256,0.0609114320999692,0.114231529224684,0.203973364750174,0.332368738527766,0.484561306073009,0.679589566987985,0.86512907032515
"1352",1616,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Cyrtophora cicatrosa ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"2.50E-02",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","103.78",2.44e-06,1.96e-06,2.91e-06,0.00994,0.00748,0.0121,"Arena was not well described ",1,"Ectotherm",0.0422,0.0101,0.602441964267887,1.98988072781122,4.37877825802705,8.52977950922726,17.0993200380953,33.3260535193961,66.0621991238338,153.893919101864,461.144809101749,1.4611386211075e-08,4.82617688908438e-08,1.06201125080205e-07,2.06877817506554e-07,4.14719896483285e-07,8.08276118327213e-07,1.60224358548119e-06,3.7324676249624e-06,1.11842966521395e-05
"1353",1617,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Cyrtophora cicatrosa ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"5.00E-02",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","107.46",4.62e-06,3.72e-06,5.96e-06,0.00968,0.0073,0.0123,"",1,"Ectotherm",0.0422,0.0101,0.64040054930718,1.98884698500012,4.32768807865704,8.927002156397,17.4703492289225,32.845162223899,64.0605074695677,146.242129883242,465.25629917092,2.86397363856615e-08,8.89444114132724e-08,1.93541097720305e-07,3.99229660253139e-07,7.81301359643887e-07,1.46888604928293e-06,2.86488018328904e-06,6.54013926208509e-06,2.08065731865068e-05
"1354",1618,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Cyrtophora cicatrosa ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"1.00E-01",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","135.47",1.08e-05,8.62e-06,1.32e-05,0.0116,0.0102,0.0133,"",1,"Ectotherm",0.0422,0.0101,0.598144229572616,1.79731419357996,4.30142143183058,8.68911688903048,16.0713657695177,29.4725477648644,59.7966500560049,142.377426507611,398.441286146917,7.49355034655273e-08,2.25167471471296e-07,5.38881786585998e-07,1.0885713788688e-06,2.01341664975041e-06,3.69230715079978e-06,7.49126819949665e-06,1.783672583841e-05,4.99142327734884e-05
"1355",1619,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Cyrtophora cicatrosa ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"2.00E-01",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","131.9",1.95e-05,1.62e-05,2.3e-05,0.0108,0.00953,0.0123,"",1,"Ectotherm",0.0422,0.0101,0.640072811228995,1.98322624173815,4.53503008665054,8.94919221738598,17.2312516370873,32.4808292498422,64.3160454051351,150.049455309392,456.153506119862,1.34799315873968e-07,4.17667272064032e-07,9.55076424076756e-07,1.88469632889454e-06,3.6288884258916e-06,6.84041584840771e-06,1.35447756988877e-05,3.15994167334662e-05,9.60567006127207e-05
"1356",1620,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Cyrtophora cicatrosa ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"5.00E-01",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","149.03",4.52e-05,3.59e-05,5.7e-05,0.0104,0.00877,0.0124,"",1,"Ectotherm",0.0422,0.0101,0.568929918962978,1.9691893418583,4.41926680719945,8.57538370770589,16.1515129118121,31.6976860387608,60.1156928161859,134.834981460774,410.854672015545,2.67442504780604e-07,9.25675668944514e-07,2.07740462510938e-06,4.03110012348467e-06,7.59244554391764e-06,1.49002262330507e-05,2.82583863200693e-05,6.33792109060997e-05,0.000193097270463884
"1357",1621,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Cyrtophora cicatrosa ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"1.00E+00",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","137.46",8.86e-05,7.36e-05,0.000107,0.0102,0.00895,0.0114,"",1,"Ectotherm",0.0422,0.0101,0.628563947586856,1.95916274859995,4.22706342016633,8.27695565269478,15.1795761784209,30.6553277028855,59.6628729099492,131.981175219401,405.808167919364,5.68045488037334e-07,1.77053142437767e-06,3.82006716110385e-06,7.47999441171841e-06,1.37178984006445e-05,2.77030652705647e-05,5.39156244548835e-05,0.000119259803072226,0.000366602510822653
"1358",1622,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Marpissa calcutaensis ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"2.50E-02",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","111.57",2.68e-06,1.95e-06,3.42e-06,0.00975,0.00622,0.0125,"",1,"Ectotherm",0.0422,0.0101,0.634850695674422,1.91624043887217,4.2016690957842,8.43604436756547,15.8235667212126,31.0968078467726,65.1190564449658,133.791241254218,433.717336301808,1.65886484027894e-08,5.00713601605887e-08,1.09789601419083e-07,2.20433790733419e-07,4.13469627468081e-07,8.12558928783618e-07,1.70155804960223e-06,3.49595291224322e-06,1.13329055613622e-05
"1359",1623,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Marpissa calcutaensis ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"5.00E-02",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","117.94",5.56e-06,4.12e-06,7.36e-06,0.0102,0.00723,0.013,"",1,"Ectotherm",0.0422,0.0101,0.635402278340379,1.93522431995716,4.46081147806266,8.76912871428309,16.5618013249779,32.1548458327798,66.0763659408233,143.985162852659,450.406733745857,3.60349327107232e-08,1.09750429588252e-07,2.52981476544246e-07,4.97314580322508e-07,9.39251994547012e-07,1.82356229148311e-06,3.74730882285994e-06,8.16561987780757e-06,2.55428142321707e-05
"1360",1624,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Marpissa calcutaensis ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"1.00E-01",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","149.45",1.13e-05,8.88e-06,1.48e-05,0.0106,0.009,0.0126,"",1,"Ectotherm",0.0422,0.0101,0.613362235811487,1.83370706756015,4.06634710108765,8.33789850065621,16.3105417460198,29.7514124887521,63.4185075838083,139.576959624809,431.404971441205,7.34685232078756e-08,2.19641384310006e-07,4.87066818534078e-07,9.98712484980977e-07,1.9536728734931e-06,3.56361148853063e-06,7.59621113552662e-06,1.67182487193466e-05,5.16710174472203e-05
"1361",1625,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Marpissa calcutaensis ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"2.00E-01",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","141.34",2.09e-05,1.64e-05,2.59e-05,0.0103,0.00846,0.0119,"",1,"Ectotherm",0.0422,0.0101,0.643934007910904,2.02779909455633,4.44776969318927,8.73330748099254,16.2887260875432,30.7351040013442,59.93660449597,130.302276682484,378.031433155657,1.38619654667569e-07,4.3652412053175e-07,9.57470465102285e-07,1.88001556696809e-06,3.50646176954816e-06,6.61630206262676e-06,1.29023863761253e-05,2.8049384311409e-05,8.13722046408854e-05
"1362",1626,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Marpissa calcutaensis ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"5.00E-01",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","141.18",4.93e-05,3.99e-05,5.98e-05,0.0104,0.00885,0.0118,"",1,"Ectotherm",0.0422,0.0101,0.569337557947284,1.82206904547922,4.12404417078009,8.31743999805889,15.5384100657289,30.3810942833907,59.1090206988915,126.909399860787,398.945144486428,2.91910667498869e-07,9.34210368248277e-07,2.11447545622646e-06,4.26449964976993e-06,7.96679013864973e-06,1.5576752021997e-05,3.0305458644078e-05,6.50647537989712e-05,0.000204505323499083
"1363",1627,"Palanichamy 1983 PROC INDIAN ACAD SCI","Predator",2.5,"","Terrestrial","","Metazoan","Invertebrate","Arachnid","Spider","Marpissa calcutaensis ","Adult female",NA,"Metazoan","Invertebrate","Insect","Diptera","Southern house mosquito","Culex fatigans ","Adult",NA,"Mean","Y","24",30,"","1",NA,"1.00E+00",10.1,"Alternate order length","1",42.2,"Alternate order length","1","m^2.5 per pred per day","146.35",9.33e-05,7.56e-05,0.000118,0.00983,0.00867,0.0116,"",1,"Ectotherm",0.0422,0.0101,0.617726664864155,1.89943699365477,4.19110637490485,8.43625950818887,15.3509067686586,29.9567887706347,56.7335868159866,127.702417019837,378.379589777876,5.66540894718079e-07,1.74204471019848e-06,3.84381233462381e-06,7.73716274493031e-06,1.40787170698359e-05,2.74737844667402e-05,5.20298778297824e-05,0.000117107151352053,0.000346906292850702
"1364",1628,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","Predator",3,"","Aquatic","Marine","Metazoan","Vertebrate","Fish","Perciformes","Pomatomus saltatrix","Young of the year E",NA,"Metazoan","Vertebrate","Fish","","Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis","Small",NA,"Mean","N","12",20.5,"","1",NA,"2.49E+06",8140,"Original species length","4",5220,"Original length","1","m^3 per pred per day","110.94",29.3,17.5,48.9,0.00474,0.000237,0.00805,"",1,"Ectotherm",5.22,8.14,0.0172191122304452,0.048162508868972,0.110875085398513,0.216450050884596,0.407580645777515,0.751379213155599,1.47521808678624,3.0953201660407,9.9487109854981,0.00238571947619918,0.00664446138208043,0.0151650340209425,0.0291837235862529,0.0535730781949774,0.0944924705751123,0.170042682889793,0.300642694474493,0.580131288418641
"1365",1629,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","Predator",3,"","Aquatic","Marine","Metazoan","Vertebrate","Fish","Perciformes","Pomatomus saltatrix","Young of the year F",NA,"Metazoan","Vertebrate","Fish","","Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis","Large",NA,"Mean","N","24",20.5,"","1",NA,"2.49E+06",43800,"Original species length","3",30200,"Original length","2","m^3 per pred per day","63.5",38.3,8.91,653,0.031,0.0134,0.0444,"",1,"Ectotherm",30.2,43.8,0.00399862537019499,0.0124900820182026,0.0304590045337884,0.0593967479262566,0.111875082414594,0.21143271519251,0.405492003662061,0.942309866753287,2.92039836133953,0.00472513500276064,0.0146127746134578,0.0349017886335698,0.0658760629873133,0.117254459315738,0.200661253136974,0.324981398353681,0.528035740090048,0.776155601017441
"1366",1630,"Buckel and Stoner 2000 J EXP MAR BIO ECOL","Predator",3,"","Aquatic","Marine","Metazoan","Vertebrate","Fish","Perciformes","Pomatomus saltatrix","Young of the year G",NA,"Metazoan","Vertebrate","Fish","Perciformes","Striped bass","Morone saxatilis","Juvenile C",NA,"Mean","N","24",20.5,"","1",NA,"2.49E+06",21600,"Original species length","2",957,"Original speices length","3","m^3 per pred per day","81.1",32.3,20,70.4,0.0276,0.0194,0.0371,"",1,"Ectotherm",0.957,21.6,0.0565562474551225,0.193677356844834,0.40721032001488,0.795693928589131,1.53053071579495,2.84946360140045,5.57372260176713,11.7046615414044,36.932771015246,0.0479987270164472,0.147237532754072,0.266334972646011,0.414980668459336,0.577066431031967,0.717533259530463,0.832463883014809,0.912545150420705,0.970523062396003
"1367",1632,"Hassanpour et al 2011 INS SCI","Predator",2,"","Terrestrial","","Metazoan","Invertebrate","Insect","Neuroptera","Chrysoperla carnea","3rd instar",3,"Metazoan","Invertebrate","Insect","Lepidoptera","Cotton bollworm","Helicoverpa armigera","1st instar",2,"Raw data","N","12",26,"","1",19.6,"",4.97,"Alternate species length","3",2.58,"Alternate species mass","3","m^2 per pred per day","123.48",0.00816,0.0074,0.00922,0.00108,0.000604,0.00178,"",1,"Ectotherm",0.00258,0.00497,4.90015209513487,15.4470333072429,34.6314139067023,67.2365554703908,131.08041063553,250.064001308394,511.019390796973,1167.50393327887,3502.93329947937,4.31821956014622e-05,0.000136113085835855,0.000305106606024891,0.000592191417575345,0.00115385252920387,0.00219891813404029,0.00448332099870038,0.0101841937114015,0.0299461921476119
