Data.set,Source,Predation.Parasitism,Dim,Field,Habitat,Fresh_Marine,Predator_Cellularity,Pred_Vert.Invert,Pred_Major_Grouping_1,Pred_Major_Grouping_2,Predator_Scientific_Name,Predator_Type,Trophic_Level_Predator,Prey_Cellularity,Prey_Vert.Invert,Prey_Major_Group_1,Prey_Major_Group_2,Prey,Prey_scientific_name,Prey_type,Trophic_Level_prey,Data_type,Prey_Replaced,Hours_starved,Temp_C,Interference,Pred_per_arena,X2D_Arena_Size_cm2,X3D_arena_size_cm3,Pred_mass_mg,Pred_Mass_Source,Pred_Mass_ID,Prey_mass_mg,Prey_Mass_Source,Prey_Mass_ID,Units_a,R2_Mean,Fitted_a,CI_a_low,CI_a_hi,Fitted_h_day,CI_h_low,CI_h_hi,Notes.1,Include_Biotic_Prey
454,Eggleston 1990 J ANIM ECOL,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Callinectes sapidus,"Male, intermolt",,Metazoan,Invertebrate,Mollusk,Bivalve,Eastern oyster,Crassostrea virginica,Wild caught,,Mean,N,,19.5,,1,3.30E+03,,2.28E+06,Original length,1,4.10E+00,Average species mass,6,m^2 per pred per day,158.33,1.65E-01,1.17E-01,5.69E-01,1.79E-07,6.68E-10,8.60E-02,"13h:11h L:D, prey length is shell height",1
455,Eggleston 1990 J ANIM ECOL,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Callinectes sapidus,"Male, intermolt",,Metazoan,Invertebrate,Mollusk,Bivalve,Eastern oyster,Crassostrea virginica,Wild caught,,Mean,N,,26.5,,1,3.30E+03,,2.28E+06,Original length,1,4.10E+00,Average species mass,6,m^2 per pred per day,103.89,2.24E-01,1.88E-01,3.74E-01,3.99E-03,1.42E-09,2.25E-02,"14h:10H L:D, prey length is shell height",1
456,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Dikerogammarus villosus,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.74E+01,Original length,1,9.69E-01,Original length,3,m^2.5 per pred per day,87.44,3.27E-03,2.35E-03,4.15E-03,3.20E-02,1.66E-02,4.19E-02,,1
457,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Dikerogammarus villosus,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.74E+01,Original length,1,9.69E-01,Original length,3,m^2.5 per pred per day,175.58,1.87E-03,7.63E-04,1.08E-02,3.22E-02,2.37E-09,1.40E-01,,1
458,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Dikerogammarus villosus,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.74E+01,Original length,1,9.69E-01,Original length,3,m^2.5 per pred per day,22.68,1.09E-03,9.32E-04,1.24E-03,2.86E-02,1.46E-02,4.16E-02,,1
459,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus duebeni,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,58.61,3.07E-03,2.50E-03,3.77E-03,4.64E-02,3.74E-02,5.35E-02,,1
460,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus duebeni,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,160.45,1.82E-03,5.72E-04,1.99E-02,5.87E-02,6.04E-09,1.53E-01,,1
461,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus duebeni,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,17.58,1.24E-03,1.08E-03,1.37E-03,5.25E-02,4.00E-02,6.49E-02,,1
462,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus roeseli,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,1,9.69E-01,Original length,3,m^2.5 per pred per day,56.11,4.01E-03,3.28E-03,5.25E-03,5.55E-02,4.66E-02,6.19E-02,,1
463,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus roeseli,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,1,9.69E-01,Original length,3,m^2.5 per pred per day,161.25,1.99E-03,6.57E-04,2.71E-02,5.50E-02,4.07E-09,1.76E-01,,1
464,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus roeseli,"Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,1,9.69E-01,Original length,3,m^2.5 per pred per day,19.18,1.14E-03,1.02E-03,1.31E-03,5.47E-02,4.29E-02,6.66E-02,,1
465,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus pulex,"Dijon, Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,49.48,4.41E-03,2.72E-03,8.20E-03,8.52E-02,6.71E-02,1.01E-01,,1
466,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus pulex,"Dijon, Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,130.32,1.33E-03,3.59E-04,1.71E-02,9.27E-02,4.74E-09,2.65E-01,,1
467,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus pulex,"Dijon, Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,4.01,1.09E-03,7.75E-04,1.45E-03,8.80E-02,5.86E-02,1.13E-01,,1
468,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus pulex,"Belfast, Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,32.56,4.55E-03,3.35E-03,6.73E-03,8.83E-02,7.71E-02,9.93E-02,,1
469,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus pulex,"Belfast, Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,137.46,1.72E-03,4.84E-04,3.15E-02,9.91E-02,9.90E-09,2.48E-01,,1
470,Bollache et al 2008 BIOL LTTRS,Predator,2.5,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Amphipod,Gammarus pulex,"Belfast, Male, Wild caught",,Metazoan,Invertebrate,Crustacean,Isopod,water hog louse,Asellus aquaticus,Wild caught,,Mean,N,24,14,,1,4.42E+01,2.50E+02,2.79E+01,Original species length,3,9.69E-01,Original length,3,m^2.5 per pred per day,-20.66,1.13E-03,9.60E-04,1.41E-03,9.20E-02,8.02E-02,1.06E-01,,1
471,De Clercq et al 2000 BIO CONTROL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus nigrispinus,Female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Beet armyworm,Spodoptera exigua,4th instar,2,Raw data,N,24,22,,1,6.75E+02,5.67E+03,9.25E+01,Alternate species mass,3,1.84E+01,Original mass,3,m^2.5 per pred per day,36.12,1.63E-02,9.98E-03,2.65E-02,8.01E-02,2.73E-02,1.20E-01,On eggplant plant,1
472,De Clercq et al 2000 BIO CONTROL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus nigrispinus,Female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Beet armyworm,Spodoptera exigua,4th instar,2,Raw data,N,24,22,,1,6.75E+02,5.67E+03,9.25E+01,Alternate species mass,3,1.84E+01,Original mass,3,m^2.5 per pred per day,27.05,1.46E-02,8.77E-03,2.33E-02,7.85E-02,2.29E-02,1.36E-01,On sweet pepper plant,1
473,De Clercq et al 2000 BIO CONTROL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus nigrispinus,Female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Beet armyworm,Spodoptera exigua,4th instar,2,Raw data,N,24,22,,1,6.75E+02,5.67E+03,9.25E+01,Alternate species mass,3,1.84E+01,Original mass,3,m^2.5 per pred per day,33.11,1.72E-02,6.10E-03,4.29E-02,1.96E-01,8.04E-02,3.11E-01,On tomato plant,1
474,De Clercq et al 1998 J APPL ENT,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus maculiventris,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato looper,Chrysodeixis chalcites,5th instar,2,Raw data,N,24,22,,1,6.50E+02,5.67E+03,7.58E+01,Alternate species length,1,5.00E+01,Original mass,4,m^2.5 per pred per day,-22.58,1.98E-02,1.43E-02,2.58E-02,1.68E-01,1.27E-01,2.08E-01,,1
475,De Clercq et al 1998 J APPL ENT,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Podisus nigrispinus,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato looper,Chrysodeixis chalcites,5th instar,2,Raw data,N,24,22,,1,6.50E+02,5.67E+03,9.25E+01,Alternate species mass,3,5.00E+01,Original mass,4,m^2.5 per pred per day,-7.16,1.60E-02,8.99E-03,5.71E-02,1.52E-01,4.87E-09,2.45E-01,,1
476,Mahdian et al 2007 J APPL ENT,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Picromerus bidens,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Beet armyworm,Spodoptera exigua,4th instar,2,Raw data,N,24,23,,1,8.50E+02,5.67E+03,1.12E+02,Alternate species length,1,1.82E+01,Original mass,2,m^2.5 per pred per day,33.37,1.57E-02,8.97E-03,2.68E-02,5.21E-02,3.07E-07,9.85E-02,On sweet pepper plant,1
477,Mahdian et al 2007 J APPL ENT,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Picromerus bidens,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Beet armyworm,Spodoptera exigua,4th instar,2,Raw data,N,24,23,,1,8.50E+02,5.67E+03,1.12E+02,Alternate species length,1,1.82E+01,Original mass,2,m^2.5 per pred per day,19.26,2.20E-02,1.43E-02,3.55E-02,1.03E-01,6.12E-02,1.41E-01,On eggplant plant,1
478,Mahdian et al 2007 J APPL ENT,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Picromerus bidens,Adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Beet armyworm,Spodoptera exigua,4th instar,2,Raw data,N,24,23,,1,8.50E+02,5.67E+03,1.12E+02,Alternate species length,1,1.82E+01,Original mass,2,m^2.5 per pred per day,19.06,1.16E-02,3.83E-03,3.27E-02,2.14E-01,4.00E-08,3.84E-01,On tomato plant,1
479,Rutledge and O'Neil 2005 BIO CONTROL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius insidiosus,Adult female (>4d old),3,Metazoan,Invertebrate,Insect,Hemiptera,Soybean aphid,Aphis glycines,,2,Mean,N,18,24,,1,2.00E+01,,2.35E-01,Alternate species length,1,3.30E-01,Alternate species length,1,m^2 per pred per day,46.64,1.18E-03,6.66E-04,2.06E-03,2.36E-02,2.45E-09,5.83E-02,,1
480,Carrillo and Peña 2012 EXP AND APPL ACAROLOGY,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius largoensis,Mated adult female (3-6 days posteclosion),3,Metazoan,Invertebrate,Arachnid,Mite,Red Palm Mite,Raoiella indica,Eggs,2,Mean,N,24,26,,1,1.00E+01,,6.13E-02,Alternate order mass,1,8.49E-04,Alternate species length,1,m^2 per pred per day,640.31,1.53E-03,1.15E-03,2.13E-03,1.72E-02,1.23E-02,2.14E-02,,0
481,Rindone and Eggleston 2011 J OF EXP MARINE BIOL AND ECOL,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Menippe spp. (M. mercenaria/M. adina hybrids),Large Adult Male intermolt ,,Metazoan,Invertebrate,Mollusk,Bivalve,Eastern oyster,Crassostrea virginica,Wild caught,,Raw data,N,48,,,1,1.42E+03,6.00E+04,4.53E+05,Original length,1,4.10E+00,Average species mass,6,m^2 per pred per day,482.01,2.60E+00,1.26E+00,6.50E+00,1.18E-02,8.76E-03,1.80E-02,Predator length is actually carapace width,1
482,Rindone and Eggleston 2011 J OF EXP MARINE BIOL AND ECOL,Predator,2,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,Wild caught Adult Male,,Metazoan,Invertebrate,Mollusk,Bivalve,Eastern oyster,Crassostrea virginica,Wild caught,,Raw data,N,48,,,1,3.30E+03,,1.17E+04,Alternate species length,2,4.10E+00,Average species mass,6,m^2 per pred per day,75.83,4.65E-01,2.17E-01,1.02E+00,4.53E-02,1.82E-02,6.89E-02,,1
483,Farrokhi et al 2010 J OF INSECT SCI,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Trichogramma brassicae,Uninfected Emerged adult females,3,Metazoan,Invertebrate,Insect,Lepidoptera,Angoumois grain moth,Sitotroga cerealella,Eggs,2,Mean,N,,25,,1,3.50E+00,,1.26E+02,Alternate order length,1,1.48E-04,% adult mass,2,m^2.5 per pred per day,162.02,4.26E-05,1.03E-05,1.25E-04,1.75E-02,9.84E-10,5.08E-02,,0
484,Farrokhi et al 2010 J OF INSECT SCI,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Trichogramma brassicae,Wolbacchia-infected emerged adult female,3,Metazoan,Invertebrate,Insect,Lepidoptera,Angoumois grain moth,Sitotroga cerealella,Eggs,2,Mean,N,,5,,1,3.50E+00,,1.26E+02,Alternate order length,1,1.48E-04,% adult mass,2,m^2.5 per pred per day,154.9,4.53E-05,9.02E-06,1.35E-04,2.06E-02,3.67E-09,4.82E-02,,0
485,Coll and Ridgeway 1995 ECO POP BIOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius insidiosus,Female (5d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,3.46E+01,1.57E+03,2.35E-01,Alternate species length,1,4.17E-02,Alternate species length,2,m^2.5 per pred per day,19.09,3.22E-03,2.62E-03,5.85E-03,1.19E-03,6.15E-10,7.17E-02,On bean plant,1
486,Coll and Ridgeway 1995 ECO POP BIOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius insidiosus,Female (5d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,3.46E+01,1.57E+03,2.35E-01,Alternate species length,1,4.17E-02,Alternate species length,2,m^2.5 per pred per day,9.01,4.30E-03,2.17E-03,9.76E-03,9.35E-02,6.68E-08,1.65E-01,On pepper plant,1
487,Coll and Ridgeway 1995 ECO POP BIOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius insidiosus,Female (5d old),3,Metazoan,Invertebrate,Insect,Thysanoptera,Western flower thrip,Frankliniella occidentalis,2nd instar,2,Mean,N,24,25,,1,3.46E+01,1.57E+03,2.35E-01,Alternate species length,1,4.17E-02,Alternate species length,2,m^2.5 per pred per day,7.1,1.46E-03,1.07E-03,2.79E-03,6.27E-02,2.73E-09,2.07E-01,On tomato plant,1
488,Redpath and Thirgood 1999 J ANIM ECOL,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Bird,Accipitriformes,Circus cyaneus,Male,,Metazoan,Vertebrate,Bird,Galliformes,Red grouse,Lagopus lagopus scoticus,Chick,,Mean,Y,,42,,1,,,3.92E+05,Alternate species mass,1,1.47E+04,Alternate species mass,2,m^2 per pred per day,3.51,4.30E+04,3.45E+04,5.72E+04,6.86E-02,3.57E-09,1.42E-01,,1
489,Redpath and Thirgood 1999 J ANIM ECOL,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Bird,Accipitriformes,Circus cyaneus,Female,,Metazoan,Vertebrate,Bird,Galliformes,Red grouse,Lagopus lagopus scoticus,Chick,,Mean,Y,,42,,1,,,3.92E+05,Alternate species mass,1,1.47E+04,Alternate species mass,2,m^2 per pred per day,-35.65,5.07E+04,3.26E+04,7.15E+04,3.50E-01,1.86E-01,4.60E-01,,1
490,Redpath and Thirgood 1999 J ANIM ECOL,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Bird,Accipitriformes,Circus cyaneus,Male,,Metazoan,Vertebrate,Bird,Passeriformes,Meadow pipit,Anthus pratensis,,,Mean,Y,,42,,1,,,3.92E+05,Alternate species mass,1,1.84E+04,Alternate species mass,1,m^2 per pred per day,53.18,1.18E+06,8.18E+05,1.95E+06,6.58E-02,4.22E-02,9.00E-02,,1
491,Redpath and Thirgood 1999 J ANIM ECOL,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Bird,Accipitriformes,Circus cyaneus,Female,,Metazoan,Vertebrate,Bird,Passeriformes,Meadow pipit,Anthus pratensis,,,Mean,Y,,42,,1,,,3.92E+05,Alternate species mass,1,1.84E+04,Alternate species mass,1,m^2 per pred per day,37.56,1.41E+05,1.20E+05,1.18E+09,2.83E-09,3.98E-10,4.52E-01,,1
492,Gilg et al 2006 OIKOS,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Bird,Strigiformes,Nyctea scandiaca,Wild,,Metazoan,Vertebrate,Mammal,Rodentia,Collared lemming,Dicrostonyx groenlandicus,,,Mean,Y,,42,,1,,,2.04E+06,Alternate species mass,1,6.60E+04,Alternate species mass,1,m^2 per pred per day,4.75,5.94E+04,2.70E+04,3.13E+05,2.07E-01,1.68E-01,2.47E-01,,1
493,Gilg et al 2006 OIKOS,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Bird,Charadriiformes,Stercorarius longicaudus,Wild,,Metazoan,Vertebrate,Mammal,Rodentia,Collared lemming,Dicrostonyx groenlandicus,,,Mean,Y,,42,,1,,,2.98E+05,Alternate species mass,1,6.60E+04,Alternate species mass,1,m^2 per pred per day,-14.4,1.36E+04,1.04E+04,1.76E+04,1.20E-01,6.38E-02,1.82E-01,Prey density excludes prey >=45g,1
494,Gilg et al 2006 OIKOS,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Mammal,Carnivora,Alopex lagopus,Wild,,Metazoan,Vertebrate,Mammal,Rodentia,Collared lemming,Dicrostonyx groenlandicus,,,Mean,Y,,37,,1,,,5.20E+06,Alternate species mass,1,6.60E+04,Alternate species mass,1,m^2 per pred per day,-16.48,1.98E+05,1.24E+05,2.70E+05,2.51E-01,2.21E-01,2.97E-01,,1
495,Gilg et al 2006 OIKOS,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Mammal,Carnivora,Mustela erminea,Wild,,Metazoan,Vertebrate,Mammal,Rodentia,Collared lemming,Dicrostonyx groenlandicus,,,Mean,Y,,37,,1,,,1.10E+05,Alternate species mass,1,6.60E+04,Alternate species mass,1,m^2 per pred per day,-20.82,1.81E+05,1.21E+05,3.36E+05,4.53E-01,3.22E-01,6.03E-01,Summer/Spring,1
496,Gilg et al 2006 OIKOS,Predator,2,Y,Terrestrial,,Metazoan,Vertebrate,Mammal,Carnivora,Mustela erminea,Wild,,Metazoan,Vertebrate,Mammal,Rodentia,Collared lemming,Dicrostonyx groenlandicus,,,Mean,Y,,37,,1,,,1.10E+05,Alternate species mass,1,6.60E+04,Alternate species mass,1,m^2 per pred per day,-23.38,1.56E+06,4.39E+05,5.86E+07,5.01E-01,4.36E-01,5.84E-01,Winter,1
497,Gilioli et al 2005 J ECON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Female,,Metazoan,Invertebrate,Insect,Diptera,Fruit fly,Drosophila melanogaster,,,Mean,Y,,18,,1,6.25E+02,1.56E+04,1.57E+00,Alternate genus length,1,9.38E-01,Average species mass,6,m^2.5 per pred per day,6.55,2.65E-02,6.66E-03,1.77E-01,3.33E-01,1.15E-01,4.36E-01,,1
498,Gilioli et al 2005 J ECON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Female,,Metazoan,Invertebrate,Insect,Diptera,Fruit fly,Drosophila melanogaster,,,Mean,Y,,24,,1,6.25E+02,1.56E+04,1.57E+00,Alternate genus length,1,9.38E-01,Average species mass,6,m^2.5 per pred per day,59.75,4.49E-02,1.98E-02,2.04E-01,1.00E-01,5.50E-02,1.35E-01,,1
499,Gilioli et al 2005 J ECON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Female,,Metazoan,Invertebrate,Insect,Diptera,Fruit fly,Drosophila melanogaster,,,Mean,Y,,30,,1,6.25E+02,1.56E+04,1.57E+00,Alternate genus length,1,9.38E-01,Average species mass,6,m^2.5 per pred per day,85.47,8.59E-02,2.89E-02,6.33E-01,8.56E-02,4.05E-02,1.17E-01,,1
500,Gilioli et al 2005 J ECON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Female,,Metazoan,Invertebrate,Insect,Diptera,Fruit fly,Drosophila melanogaster,,,Mean,Y,,36,,1,6.25E+02,1.56E+04,1.57E+00,Alternate genus length,1,9.38E-01,Average species mass,6,m^2.5 per pred per day,91.97,1.66E-01,6.80E-02,4.07E-01,7.33E-02,5.29E-02,8.57E-02,,1
501,Mansour and Heimbach 1993 ENTOMOPHAGA,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa agrestis,"Adult (50% male, 50% female)",3,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,,2,Mean,N,72,20,,1,2.01E+02,4.62E+03,1.28E+01,Alternate species length,4,8.46E-03,Original length,3,m^2.5 per pred per day,59.14,1.94E-02,1.44E-02,2.65E-02,8.55E-03,4.10E-03,1.23E-02,,1
502,Mansour and Heimbach 1993 ENTOMOPHAGA,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa agrestis,Juvenile (20d old),3,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,,2,Mean,N,72,20,,1,2.01E+02,4.62E+03,1.01E+01,Alternate order length,3,8.46E-03,Original length,3,m^2.5 per pred per day,-17.04,6.15E-03,3.96E-03,1.26E-02,2.31E-01,1.26E-01,3.66E-01,,1
503,Mansour and Heimbach 1993 ENTOMOPHAGA,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Erigone atra,Male,3,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,,2,Mean,N,72,20,,1,2.01E+02,4.62E+03,2.05E+00,Alternate species length,1,8.46E-03,Original length,3,m^2.5 per pred per day,8.59,1.54E-02,7.25E-03,1.16E-01,1.86E-01,1.09E-01,2.51E-01,,1
504,Mansour and Heimbach 1993 ENTOMOPHAGA,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Erigone atra,Female,3,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,,2,Mean,N,72,20,,1,2.01E+02,4.62E+03,2.05E+00,Alternate species length,2,8.46E-03,Original length,3,m^2.5 per pred per day,33.7,2.01E-02,1.06E-02,4.28E-02,6.29E-02,1.20E-02,9.86E-02,,1
505,Mansour and Heimbach 1993 ENTOMOPHAGA,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Lepthyphantes tenuis,"Adult (50% male, 50% female)",3,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,,2,Mean,N,72,20,,1,2.01E+02,4.62E+03,1.01E+01,Alternate order length,1,8.46E-03,Original length,3,m^2.5 per pred per day,3,1.52E-02,8.89E-03,5.53E-02,9.94E-02,5.19E-02,1.48E-01,,1
506,Walker and Rypstra 2001 AM MIDL NAT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Rabidosa rabida,Female,,Metazoan,Invertebrate,Insect,Orthoptera,House cricket,Acheta domesticus,,,Mean,N,336,25,,1,5.67E+01,,7.50E+01,Original species mass,1,4.30E+01,Average species mass,4,m^2 per pred per day,-17.79,5.02E-03,4.60E-03,5.61E-03,3.19E-09,6.47E-11,3.30E-02,,1
507,Walker and Rypstra 2001 AM MIDL NAT,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Rabidosa rabida,Male,,Metazoan,Invertebrate,Insect,Orthoptera,House cricket,Acheta domesticus,,,Mean,N,336,25,,1,5.67E+01,,7.50E+01,Original species mass,2,4.30E+01,Average species mass,4,m^2 per pred per day,27.08,3.70E-03,2.69E-03,1.05E-02,1.35E-02,2.45E-09,2.23E-01,,1
